date,name,isHoliday,holidayCategory,description
2/3/2018,,是,星期六、星期日,
2/4/2018,,是,星期六、星期日,
2/10/2018,,是,星期六、星期日,
2/11/2018,,是,星期六、星期日,
2/15/2018,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日。
2/16/2018,春節,是,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2/17/2018,春節,是,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2/18/2018,春節,是,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2/19/2018,,是,補假,
2/20/2018,,是,補假,
2/24/2018,,是,星期六、星期日,
2/25/2018,,是,星期六、星期日,
2/28/2018,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
3/3/2018,,是,星期六、星期日,
3/4/2018,,是,星期六、星期日,
3/10/2018,,是,星期六、星期日,
3/11/2018,,是,星期六、星期日,
3/17/2018,,是,星期六、星期日,
3/18/2018,,是,星期六、星期日,
3/24/2018,,是,星期六、星期日,
3/25/2018,,是,星期六、星期日,
3/31/2018,,否,補行上班日,
4/1/2018,,是,星期六、星期日,
4/4/2018,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日。
4/5/2018,民族掃墓節（清明節）,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整四月六日為放假日，並於三月三十一日補行上班一日。
4/6/2018,,是,調整放假日,
4/7/2018,,是,星期六、星期日,
4/8/2018,,是,星期六、星期日,
4/14/2018,,是,星期六、星期日,
4/15/2018,,是,星期六、星期日,
4/21/2018,,是,星期六、星期日,
4/22/2018,,是,星期六、星期日,
4/28/2018,,是,星期六、星期日,
4/29/2018,,是,星期六、星期日,
5/1/2018,勞動節,是,特定節日,勞工放假一日。
5/5/2018,,是,星期六、星期日,
5/6/2018,,是,星期六、星期日,
5/12/2018,,是,星期六、星期日,
5/13/2018,,是,星期六、星期日,
5/19/2018,,是,星期六、星期日,
5/20/2018,,是,星期六、星期日,
5/26/2018,,是,星期六、星期日,
5/27/2018,,是,星期六、星期日,
6/2/2018,,是,星期六、星期日,
6/3/2018,,是,星期六、星期日,
6/9/2018,,是,星期六、星期日,
6/10/2018,,是,星期六、星期日,
6/16/2018,,是,星期六、星期日,
6/17/2018,,是,星期六、星期日,
6/18/2018,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
6/23/2018,,是,星期六、星期日,
6/24/2018,,是,星期六、星期日,
6/30/2018,,是,星期六、星期日,
7/1/2018,,是,星期六、星期日,
7/7/2018,,是,星期六、星期日,
7/8/2018,,是,星期六、星期日,
7/14/2018,,是,星期六、星期日,
7/15/2018,,是,星期六、星期日,
7/21/2018,,是,星期六、星期日,
7/22/2018,,是,星期六、星期日,
7/28/2018,,是,星期六、星期日,
7/29/2018,,是,星期六、星期日,
8/4/2018,,是,星期六、星期日,
8/5/2018,,是,星期六、星期日,
8/11/2018,,是,星期六、星期日,
8/12/2018,,是,星期六、星期日,
8/18/2018,,是,星期六、星期日,
8/19/2018,,是,星期六、星期日,
8/25/2018,,是,星期六、星期日,
8/26/2018,,是,星期六、星期日,
9/1/2018,,是,星期六、星期日,
9/2/2018,,是,星期六、星期日,
9/3/2018,軍人節,是,特定節日,軍人依國防部規定辦理。
9/8/2018,,是,星期六、星期日,
9/9/2018,,是,星期六、星期日,
9/15/2018,,是,星期六、星期日,
9/16/2018,,是,星期六、星期日,
9/22/2018,,是,星期六、星期日,
9/23/2018,,是,星期六、星期日,
9/24/2018,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
9/29/2018,,是,星期六、星期日,
9/30/2018,,是,星期六、星期日,
10/6/2018,,是,星期六、星期日,
10/7/2018,,是,星期六、星期日,
10/10/2018,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
10/13/2018,,是,星期六、星期日,
10/14/2018,,是,星期六、星期日,
10/20/2018,,是,星期六、星期日,
10/21/2018,,是,星期六、星期日,
10/27/2018,,是,星期六、星期日,
10/28/2018,,是,星期六、星期日,
11/3/2018,,是,星期六、星期日,
11/4/2018,,是,星期六、星期日,
11/10/2018,,是,星期六、星期日,
11/11/2018,,是,星期六、星期日,
11/17/2018,,是,星期六、星期日,
11/18/2018,,是,星期六、星期日,
11/24/2018,,是,星期六、星期日,
11/25/2018,,是,星期六、星期日,
12/1/2018,,是,星期六、星期日,
12/2/2018,,是,星期六、星期日,
12/8/2018,,是,星期六、星期日,
12/9/2018,,是,星期六、星期日,
12/15/2018,,是,星期六、星期日,
12/16/2018,,是,星期六、星期日,
12/22/2018,,否,補行上班日,
12/23/2018,,是,星期六、星期日,
12/29/2018,,是,星期六、星期日,
12/30/2018,,是,星期六、星期日,
12/31/2018,,是,調整放假日,
1/1/2019,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
1/5/2019,,是,星期六、星期日,
1/6/2019,,是,星期六、星期日,
1/12/2019,,是,星期六、星期日,
1/13/2019,,是,星期六、星期日,
1/19/2019,,否,補行上班日,
1/20/2019,,是,星期六、星期日,
1/26/2019,,是,星期六、星期日,
1/27/2019,,是,星期六、星期日,
2/2/2019,,是,星期六、星期日,
2/3/2019,,是,星期六、星期日,
2/4/2019,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日。
2/5/2019,春節,是,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2/6/2019,春節,是,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2/7/2019,春節,是,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2/8/2019,,是,調整放假日,
2/9/2019,,是,星期六、星期日,
2/10/2019,,是,星期六、星期日,
2/16/2019,,是,星期六、星期日,
2/17/2019,,是,星期六、星期日,
2/23/2019,,否,補行上班日,
2/24/2019,,是,星期六、星期日,
2/28/2019,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整三月一日為放假日，並於二月二十三日補行上班一日。
3/1/2019,,是,調整放假日,
3/2/2019,,是,星期六、星期日,
3/3/2019,,是,星期六、星期日,
3/9/2019,,是,星期六、星期日,
3/10/2019,,是,星期六、星期日,
3/16/2019,,是,星期六、星期日,
3/17/2019,,是,星期六、星期日,
3/23/2019,,是,星期六、星期日,
3/24/2019,,是,星期六、星期日,
3/30/2019,,是,星期六、星期日,
3/31/2019,,是,星期六、星期日,
4/4/2019,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日。
4/5/2019,民族掃墓節（清明節）,是,放假之紀念日及節日,全國各機關學校放假一日。
4/6/2019,,是,星期六、星期日,
4/7/2019,,是,星期六、星期日,
4/13/2019,,是,星期六、星期日,
4/14/2019,,是,星期六、星期日,
4/20/2019,,是,星期六、星期日,
4/21/2019,,是,星期六、星期日,
4/27/2019,,是,星期六、星期日,
4/28/2019,,是,星期六、星期日,
5/1/2019,勞動節,是,特定節日,勞工放假一日。
5/4/2019,,是,星期六、星期日,
5/5/2019,,是,星期六、星期日,
5/11/2019,,是,星期六、星期日,
5/12/2019,,是,星期六、星期日,
5/18/2019,,是,星期六、星期日,
5/19/2019,,是,星期六、星期日,
5/25/2019,,是,星期六、星期日,
5/26/2019,,是,星期六、星期日,
6/1/2019,,是,星期六、星期日,
6/2/2019,,是,星期六、星期日,
6/7/2019,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
6/8/2019,,是,星期六、星期日,
6/9/2019,,是,星期六、星期日,
6/15/2019,,是,星期六、星期日,
6/16/2019,,是,星期六、星期日,
6/22/2019,,是,星期六、星期日,
6/23/2019,,是,星期六、星期日,
6/29/2019,,是,星期六、星期日,
6/30/2019,,是,星期六、星期日,
7/6/2019,,是,星期六、星期日,
7/7/2019,,是,星期六、星期日,
7/13/2019,,是,星期六、星期日,
7/14/2019,,是,星期六、星期日,
7/20/2019,,是,星期六、星期日,
7/21/2019,,是,星期六、星期日,
7/27/2019,,是,星期六、星期日,
7/28/2019,,是,星期六、星期日,
8/3/2019,,是,星期六、星期日,
8/4/2019,,是,星期六、星期日,
8/10/2019,,是,星期六、星期日,
8/11/2019,,是,星期六、星期日,
8/17/2019,,是,星期六、星期日,
8/18/2019,,是,星期六、星期日,
8/24/2019,,是,星期六、星期日,
8/25/2019,,是,星期六、星期日,
8/31/2019,,是,星期六、星期日,
9/1/2019,,是,星期六、星期日,
9/3/2019,軍人節,是,特定節日,軍人依國防部規定辦理。
9/7/2019,,是,星期六、星期日,
9/8/2019,,是,星期六、星期日,
9/13/2019,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
9/14/2019,,是,星期六、星期日,
9/15/2019,,是,星期六、星期日,
9/21/2019,,是,星期六、星期日,
9/22/2019,,是,星期六、星期日,
9/28/2019,,是,星期六、星期日,
9/29/2019,,是,星期六、星期日,
10/5/2019,,否,補行上班日,
10/6/2019,,是,星期六、星期日,
10/10/2019,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整十月十一日為放假日，並於十月五日補行上班一日。
10/11/2019,,是,調整放假日,
10/12/2019,,是,星期六、星期日,
10/13/2019,,是,星期六、星期日,
10/19/2019,,是,星期六、星期日,
10/20/2019,,是,星期六、星期日,
10/26/2019,,是,星期六、星期日,
10/27/2019,,是,星期六、星期日,
11/2/2019,,是,星期六、星期日,
11/3/2019,,是,星期六、星期日,
11/9/2019,,是,星期六、星期日,
11/10/2019,,是,星期六、星期日,
11/16/2019,,是,星期六、星期日,
11/17/2019,,是,星期六、星期日,
11/23/2019,,是,星期六、星期日,
11/24/2019,,是,星期六、星期日,
11/30/2019,,是,星期六、星期日,
12/1/2019,,是,星期六、星期日,
12/7/2019,,是,星期六、星期日,
12/8/2019,,是,星期六、星期日,
12/14/2019,,是,星期六、星期日,
12/15/2019,,是,星期六、星期日,
12/21/2019,,是,星期六、星期日,
12/22/2019,,是,星期六、星期日,
12/28/2019,,是,星期六、星期日,
12/29/2019,,是,星期六、星期日,
1/1/2020,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
1/4/2020,,是,星期六、星期日,
1/5/2020,,是,星期六、星期日,
1/11/2020,,是,星期六、星期日,
1/12/2020,,是,星期六、星期日,
1/18/2020,,是,星期六、星期日,
1/19/2020,,是,星期六、星期日,
1/23/2020,,是,調整放假日,
1/24/2020,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，前一日(一月二十三日)功能性調整放假，並於二月十五日補行上班一日。
1/25/2020,春節,是,放假之紀念日及節日,全國各機關學校於一月二十五日至一月二十七日放假三日，其中春節初一、初二適逢星期六、日，分別於一月二十八日及一月二十九日各補假一日。
1/26/2020,春節,是,放假之紀念日及節日,全國各機關學校於一月二十五日至一月二十七日放假三日，其中春節初一、初二適逢星期六、日，分別於一月二十八日及一月二十九日各補假一日。
1/27/2020,春節,是,放假之紀念日及節日,全國各機關學校於一月二十五日至一月二十七日放假三日，其中春節初一、初二適逢星期六、日，分別於一月二十八日及一月二十九日各補假一日。
1/28/2020,,是,補假,
1/29/2020,,是,補假,
2/1/2020,,是,星期六、星期日,
2/2/2020,,是,星期六、星期日,
2/8/2020,,是,星期六、星期日,
2/9/2020,,是,星期六、星期日,
2/15/2020,,否,補行上班日,
2/16/2020,,是,星期六、星期日,
2/22/2020,,是,星期六、星期日,
2/23/2020,,是,星期六、星期日,
2/28/2020,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2/29/2020,,是,星期六、星期日,
3/1/2020,,是,星期六、星期日,
3/7/2020,,是,星期六、星期日,
3/8/2020,,是,星期六、星期日,
3/14/2020,,是,星期六、星期日,
3/15/2020,,是,星期六、星期日,
3/21/2020,,是,星期六、星期日,
3/22/2020,,是,星期六、星期日,
3/28/2020,,是,星期六、星期日,
3/29/2020,,是,星期六、星期日,
4/2/2020,,是,補假,
4/3/2020,,是,放假之紀念日及節日,
4/4/2020,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日且逢星期六，於四月二日補假一日、四月三日放假一日。
4/5/2020,,是,星期六、星期日,
4/11/2020,,是,星期六、星期日,
4/12/2020,,是,星期六、星期日,
4/18/2020,,是,星期六、星期日,
4/19/2020,,是,星期六、星期日,
4/25/2020,,是,星期六、星期日,
4/26/2020,,是,星期六、星期日,
5/1/2020,勞動節,是,特定節日,勞工放假一日。
5/2/2020,,是,星期六、星期日,
5/3/2020,,是,星期六、星期日,
5/9/2020,,是,星期六、星期日,
5/10/2020,,是,星期六、星期日,
5/16/2020,,是,星期六、星期日,
5/17/2020,,是,星期六、星期日,
5/23/2020,,是,星期六、星期日,
5/24/2020,,是,星期六、星期日,
5/30/2020,,是,星期六、星期日,
5/31/2020,,是,星期六、星期日,
6/6/2020,,是,星期六、星期日,
6/7/2020,,是,星期六、星期日,
6/13/2020,,是,星期六、星期日,
6/14/2020,,是,星期六、星期日,
6/20/2020,,否,補行上班日,
6/21/2020,,是,星期六、星期日,
6/25/2020,端午節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整六月二十六日為放假日，並於六月二十日補行上班一日。
6/26/2020,,是,調整放假日,
6/27/2020,,是,星期六、星期日,
6/28/2020,,是,星期六、星期日,
7/4/2020,,是,星期六、星期日,
7/5/2020,,是,星期六、星期日,
7/11/2020,,是,星期六、星期日,
7/12/2020,,是,星期六、星期日,
7/18/2020,,是,星期六、星期日,
7/19/2020,,是,星期六、星期日,
7/25/2020,,是,星期六、星期日,
7/26/2020,,是,星期六、星期日,
8/1/2020,,是,星期六、星期日,
8/2/2020,,是,星期六、星期日,
8/8/2020,,是,星期六、星期日,
8/9/2020,,是,星期六、星期日,
8/15/2020,,是,星期六、星期日,
8/16/2020,,是,星期六、星期日,
8/22/2020,,是,星期六、星期日,
8/23/2020,,是,星期六、星期日,
8/29/2020,,是,星期六、星期日,
8/30/2020,,是,星期六、星期日,
9/3/2020,軍人節,是,特定節日,軍人依國防部規定辦理。
9/5/2020,,是,星期六、星期日,
9/6/2020,,是,星期六、星期日,
9/12/2020,,是,星期六、星期日,
9/13/2020,,是,星期六、星期日,
9/19/2020,,是,星期六、星期日,
9/20/2020,,是,星期六、星期日,
9/26/2020,,否,補行上班日,
9/27/2020,,是,星期六、星期日,
10/1/2020,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整十月二日為放假日，並於九月二十六日補行上班一日。
10/2/2020,,是,調整放假日,
10/3/2020,,是,星期六、星期日,
10/4/2020,,是,星期六、星期日,
10/9/2020,,是,補假,
10/10/2020,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於十月九日補假一日。
10/11/2020,,是,星期六、星期日,
10/17/2020,,是,星期六、星期日,
10/18/2020,,是,星期六、星期日,
10/24/2020,,是,星期六、星期日,
10/25/2020,,是,星期六、星期日,
10/31/2020,,是,星期六、星期日,
11/1/2020,,是,星期六、星期日,
11/7/2020,,是,星期六、星期日,
11/8/2020,,是,星期六、星期日,
11/14/2020,,是,星期六、星期日,
11/15/2020,,是,星期六、星期日,
11/21/2020,,是,星期六、星期日,
11/22/2020,,是,星期六、星期日,
11/28/2020,,是,星期六、星期日,
11/29/2020,,是,星期六、星期日,
12/5/2020,,是,星期六、星期日,
12/6/2020,,是,星期六、星期日,
12/12/2020,,是,星期六、星期日,
12/13/2020,,是,星期六、星期日,
12/19/2020,,是,星期六、星期日,
12/20/2020,,是,星期六、星期日,
12/26/2020,,是,星期六、星期日,
12/27/2020,,是,星期六、星期日,
1/1/2021,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
1/2/2021,,是,星期六、星期日,
1/3/2021,,是,星期六、星期日,
1/9/2021,,是,星期六、星期日,
1/10/2021,,是,星期六、星期日,
1/16/2021,,是,星期六、星期日,
1/17/2021,,是,星期六、星期日,
1/23/2021,,是,星期六、星期日,
1/24/2021,,是,星期六、星期日,
1/30/2021,,是,星期六、星期日,
1/31/2021,,是,星期六、星期日,
2/6/2021,,是,星期六、星期日,
2/7/2021,,是,星期六、星期日,
2/10/2021,,是,調整放假日,調整二月十日為放假日，並於二月二十日補行上班一日。
2/11/2021,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，前一日(二月十日)功能性調整放假。
2/12/2021,春節,是,放假之紀念日及節日,全國各機關學校於二月十二日至二月十四日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十五日及二月十六日各補假一日。
2/13/2021,春節,是,放假之紀念日及節日,全國各機關學校於二月十二日至二月十四日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十五日及二月十六日各補假一日。
2/14/2021,春節,是,放假之紀念日及節日,全國各機關學校於二月十二日至二月十四日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十五日及二月十六日各補假一日。
2/15/2021,,是,補假,
2/16/2021,,是,補假,
2/20/2021,,否,補行上班日,
2/21/2021,,是,星期六、星期日,
2/27/2021,,是,星期六、星期日,
2/28/2021,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於三月一日補假一日。
3/1/2021,,是,補假,
3/6/2021,,是,星期六、星期日,
3/7/2021,,是,星期六、星期日,
3/13/2021,,是,星期六、星期日,
3/14/2021,,是,星期六、星期日,
3/20/2021,,是,星期六、星期日,
3/21/2021,,是,星期六、星期日,
3/27/2021,,是,星期六、星期日,
3/28/2021,,是,星期六、星期日,
4/2/2021,,是,補假,
4/3/2021,,是,星期六、星期日,
4/4/2021,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日且逢星期日，分別於四月二日及四月五日各補假一日。
4/5/2021,,是,補假,
4/10/2021,,是,星期六、星期日,
4/11/2021,,是,星期六、星期日,
4/17/2021,,是,星期六、星期日,
4/18/2021,,是,星期六、星期日,
4/24/2021,,是,星期六、星期日,
4/25/2021,,是,星期六、星期日,
5/1/2021,,是,星期六、星期日,
5/2/2021,,是,星期六、星期日,
5/8/2021,,是,星期六、星期日,
5/9/2021,,是,星期六、星期日,
5/15/2021,,是,星期六、星期日,
5/16/2021,,是,星期六、星期日,
5/22/2021,,是,星期六、星期日,
5/23/2021,,是,星期六、星期日,
5/29/2021,,是,星期六、星期日,
5/30/2021,,是,星期六、星期日,
6/5/2021,,是,星期六、星期日,
6/6/2021,,是,星期六、星期日,
6/12/2021,,是,星期六、星期日,
6/13/2021,,是,星期六、星期日,
6/14/2021,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
6/19/2021,,是,星期六、星期日,
6/20/2021,,是,星期六、星期日,
6/26/2021,,是,星期六、星期日,
6/27/2021,,是,星期六、星期日,
7/3/2021,,是,星期六、星期日,
7/4/2021,,是,星期六、星期日,
7/10/2021,,是,星期六、星期日,
7/11/2021,,是,星期六、星期日,
7/17/2021,,是,星期六、星期日,
7/18/2021,,是,星期六、星期日,
7/24/2021,,是,星期六、星期日,
7/25/2021,,是,星期六、星期日,
7/31/2021,,是,星期六、星期日,
8/1/2021,,是,星期六、星期日,
8/7/2021,,是,星期六、星期日,
8/8/2021,,是,星期六、星期日,
8/14/2021,,是,星期六、星期日,
8/15/2021,,是,星期六、星期日,
8/21/2021,,是,星期六、星期日,
8/22/2021,,是,星期六、星期日,
8/28/2021,,是,星期六、星期日,
8/29/2021,,是,星期六、星期日,
9/3/2021,軍人節,是,特定節日,軍人依國防部規定辦理。
9/4/2021,,是,星期六、星期日,
9/5/2021,,是,星期六、星期日,
9/11/2021,,否,補行上班日,
9/12/2021,,是,星期六、星期日,
9/18/2021,,是,星期六、星期日,
9/19/2021,,是,星期六、星期日,
9/20/2021,,是,調整放假日,
9/21/2021,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整九月二十日為放假日，並於九月十一日補行上班一日。
9/25/2021,,是,星期六、星期日,
9/26/2021,,是,星期六、星期日,
10/2/2021,,是,星期六、星期日,
10/3/2021,,是,星期六、星期日,
10/9/2021,,是,星期六、星期日,
10/10/2021,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於十月十一日補假一日。
10/11/2021,,是,補假,
10/16/2021,,是,星期六、星期日,
10/17/2021,,是,星期六、星期日,
10/23/2021,,是,星期六、星期日,
10/24/2021,,是,星期六、星期日,
10/30/2021,,是,星期六、星期日,
10/31/2021,,是,星期六、星期日,
11/6/2021,,是,星期六、星期日,
11/7/2021,,是,星期六、星期日,
11/13/2021,,是,星期六、星期日,
11/14/2021,,是,星期六、星期日,
11/20/2021,,是,星期六、星期日,
11/21/2021,,是,星期六、星期日,
11/27/2021,,是,星期六、星期日,
11/28/2021,,是,星期六、星期日,
12/4/2021,,是,星期六、星期日,
12/5/2021,,是,星期六、星期日,
12/11/2021,,是,星期六、星期日,
12/12/2021,,是,星期六、星期日,
12/18/2021,,是,星期六、星期日,
12/19/2021,,是,星期六、星期日,
12/25/2021,,是,星期六、星期日,
12/26/2021,,是,星期六、星期日,
12/31/2021,,是,補假,111年開國紀念日(一月一日)適逢星期六，於十二月三十一日補假。
